Time,Trial,State,PositionX,PositionY
2.292155,0,State_CircleShowing,-0.04180446,0.02130626
2.309262,0,State_CircleShowing,-0.04180446,0.02130626
2.325987,0,State_CircleShowing,-0.04180446,0.02130626
2.342426,0,State_CircleShowing,-0.04180446,0.02130626
2.359001,0,State_CircleShowing,-0.04180446,0.02130626
2.375896,0,State_CircleShowing,-0.04180446,0.02130626
2.392844,0,State_CircleShowing,-0.04180446,0.02116521
2.408814,0,State_CircleShowing,-0.04180446,0.02116521
2.42578,0,State_CircleShowing,-0.04180446,0.02116521
2.441808,0,State_CircleShowing,-0.04180446,0.02116521
2.458734,0,State_CircleShowing,-0.04180446,0.02116521
2.474957,0,State_CircleShowing,-0.04180446,0.02116521
2.491544,0,State_CircleShowing,-0.04180446,0.02116521
2.50808,0,State_CircleShowing,-0.04180446,0.02123574
2.524651,0,State_CircleShowing,-0.04180446,0.02123574
2.541421,0,State_CircleShowing,-0.04180446,0.02123574
2.558408,0,State_CircleShowing,-0.04180446,0.02123574
2.574357,0,State_CircleShowing,-0.04180446,0.02123574
2.590916,0,State_CircleShowing,-0.04180446,0.02123574
2.607472,0,State_CircleShowing,-0.04180446,0.02123574
2.62422,0,State_CircleShowing,-0.04180446,0.02123574
2.640613,0,State_CircleShowing,-0.04180446,0.02123574
2.65718,0,State_CircleShowing,-0.04180446,0.02123574
2.673747,0,State_CircleShowing,-0.04180446,0.02123574
2.690308,0,State_CircleShowing,-0.04180446,0.02123574
2.706912,0,State_CircleShowing,-0.04180446,0.02123574
2.723432,0,State_CircleShowing,-0.04180446,0.02123574
2.739997,0,State_CircleShowing,-0.04180446,0.02123574
2.756772,0,State_CircleShowing,-0.04180446,0.02123574
2.773131,0,State_CircleShowing,-0.04180446,0.02123574
2.789697,0,State_CircleShowing,-0.04180446,0.02123574
2.806264,0,State_CircleShowing,-0.04180446,0.02123574
2.822831,0,State_CircleShowing,-0.04180446,0.02123574
2.839397,0,State_CircleShowing,-0.04180446,0.02123574
2.855982,0,State_CircleShowing,-0.04180446,0.02123574
2.87253,0,State_CircleShowing,-0.04180446,0.02123574
2.889416,0,State_CircleShowing,-0.04180446,0.02123574
2.905663,0,State_CircleShowing,-0.04180446,0.02123574
2.922325,0,State_CircleShowing,-0.04180446,0.02123574
2.938797,0,State_CircleShowing,-0.04180446,0.02123574
2.956273,0,State_CircleShowing,-0.04180446,0.02123574
2.972282,0,State_CircleShowing,-0.04180446,0.02123574
2.988498,0,State_CircleShowing,-0.04180446,0.02123574
3.005154,0,State_CircleShowing,-0.04217855,0.02137624
3.025948,0,State_CircleShowing,-0.04217855,0.02137624
3.04254,0,State_CircleShowing,-0.06110322,0.02243191
3.0591,0,State_CircleShowing,-0.06110322,0.02243191
3.075921,0,State_CircleShowing,-0.06110322,0.02243191
3.092885,0,State_CircleShowing,-0.1531021,0.02165779
3.108839,0,State_CircleShowing,-0.1531021,0.02165779
3.125785,0,State_CircleShowing,-0.1531021,0.02165779
3.141935,0,State_CircleShowing,-0.2042544,0.01553589
3.158704,0,State_CircleShowing,-0.2042544,0.01553589
3.175072,0,State_CircleShowing,-0.2042544,0.01553589
3.191639,0,State_CircleShowing,-0.2042544,0.01553589
3.208196,0,State_CircleShowing,-0.2171834,-0.01394962
3.224763,0,State_CircleShowing,-0.2171834,-0.01394962
3.241573,0,State_CircleShowing,-0.2196186,-0.0511758
3.258561,0,State_CircleShowing,-0.2196186,-0.0511758
3.274467,0,State_CircleShowing,-0.2196186,-0.0511758
3.291036,0,State_CircleShowing,-0.2199927,-0.1368879
3.307596,0,State_CircleShowing,-0.2199927,-0.1368879
3.324381,0,State_CircleShowing,-0.2199927,-0.1368879
3.341352,0,State_CircleShowing,-0.2199927,-0.2020514
3.358264,0,State_CircleShowing,-0.2199927,-0.2020514
3.374318,0,State_CircleShowing,-0.2199927,-0.2020514
3.390458,0,State_CircleShowing,-0.2199927,-0.340401
3.407227,0,State_CircleShowing,-0.2199927,-0.340401
3.424073,0,State_CircleShowing,-0.2199927,-0.340401
3.440139,0,State_CircleShowing,-0.2199927,-0.4494057
3.457092,0,State_CircleShowing,-0.2199927,-0.4494057
3.473265,0,State_CircleShowing,-0.2199927,-0.4494057
3.489903,0,State_CircleShowing,-0.2199927,-0.4494057
3.506928,0,State_CircleShowing,-0.2198049,-0.6113291
3.522951,0,State_CircleShowing,-0.2198049,-0.6113291
3.539727,0,State_CircleShowing,-0.2198049,-0.7246972
3.556733,0,State_CircleShowing,-0.2198049,-0.7246972
3.572649,0,State_CircleShowing,-0.2198049,-0.7246972
3.589473,0,State_CircleShowing,-0.2198049,-0.7246972
3.605786,0,State_CircleShowing,-0.218869,-0.8861989
3.626114,0,State_CircleShowing,-0.218869,-0.8861989
3.643334,0,State_CircleShowing,-0.2169956,-0.9780329
3.659232,0,State_CircleShowing,-0.2169956,-0.9780329
3.675801,0,State_CircleShowing,-0.2169956,-0.9780329
3.69238,0,State_CircleShowing,-0.2061293,-1.095552
3.709261,0,State_CircleShowing,-0.2061293,-1.095552
3.725498,0,State_CircleShowing,-0.2061293,-1.095552
3.742489,0,State_CircleShowing,-0.1883284,-1.142138
3.763731,0,State_CircleShowing,-0.1883284,-1.142138
3.780302,0,State_CircleShowing,-0.1883284,-1.142138
3.796994,0,State_CircleShowing,-0.1765247,-1.175846
3.814007,0,State_CircleShowing,-0.1765247,-1.175846
3.829997,0,State_CircleShowing,-0.1765247,-1.175846
3.84657,0,State_CircleShowing,-0.176711,-1.175002
3.863136,0,State_CircleShowing,-0.176711,-1.175002
3.881015,0,State_CircleShowing,-0.176711,-1.175002
3.897608,0,State_CircleShowing,-0.176711,-1.173875
3.914197,0,State_CircleShowing,-0.176711,-1.173875
3.931082,0,State_CircleShowing,-0.176711,-1.173875
3.947333,0,State_CircleShowing,-0.176711,-1.174016
3.963912,0,State_CircleShowing,-0.176711,-1.174016
3.980474,0,State_CircleShowing,-0.176711,-1.174016
3.997036,0,State_CircleShowing,-0.176711,-1.173875
4.013601,0,State_CircleShowing,-0.176711,-1.173875
4.030167,0,State_CircleShowing,-0.176711,-1.173875
4.046738,0,State_CircleShowing,-0.1768987,-1.173946
4.063301,0,State_CircleShowing,-0.1768987,-1.173946
4.080215,0,State_CircleShowing,-0.1768987,-1.173946
4.096721,0,State_CircleShowing,-0.1768987,-1.173946
4.113,0,State_CircleShowing,-0.1768987,-1.173946
4.129567,0,State_CircleShowing,-0.1768987,-1.173946
4.146134,0,State_CircleShowing,-0.1768987,-1.173946
4.162701,0,State_CircleShowing,-0.1768987,-1.173946
4.179267,0,State_CircleShowing,-0.1768987,-1.173946
4.196128,0,State_CircleShowing,-0.1768987,-1.173946
4.212401,0,State_CircleShowing,-0.1768987,-1.173946
4.228968,0,State_CircleShowing,-0.1768987,-1.173946
4.245896,0,State_CircleShowing,-0.1768987,-1.173946
4.262103,0,State_CircleShowing,-0.1768987,-1.173946
4.278666,0,State_CircleShowing,-0.1768987,-1.173946
4.295234,0,State_CircleShowing,-0.1768987,-1.173946
4.312191,0,State_CircleShowing,-0.1768987,-1.173946
4.328367,0,State_CircleShowing,-0.1768987,-1.173946
4.344935,0,State_CircleShowing,-0.1768987,-1.173946
4.361645,0,State_CircleShowing,-0.1768987,-1.173946
4.378602,0,State_CircleShowing,-0.1768987,-1.173946
4.394634,0,State_CircleShowing,-0.1770865,-1.173875
4.411201,0,State_CircleShowing,-0.1770865,-1.173875
4.428473,0,State_CircleShowing,-0.1770865,-1.173875
4.444423,0,State_CircleShowing,-0.1770865,-1.173875
4.461378,0,State_CircleShowing,-0.1770865,-1.173875
4.477467,0,State_CircleShowing,-0.1770865,-1.173875
4.494296,0,State_CircleShowing,-0.1772743,-1.173805
4.511303,0,State_CircleShowing,-0.1772743,-1.173805
4.527334,0,State_CircleShowing,-0.1772743,-1.173805
4.544188,0,State_CircleShowing,-0.1772743,-1.173805
4.560306,0,State_CircleShowing,-0.1774606,-1.173524
4.576866,0,State_CircleShowing,-0.1774606,-1.173524
4.593435,0,State_CircleShowing,-0.1772743,-1.167472
4.610003,0,State_CircleShowing,-0.1772743,-1.167472
4.626948,0,State_CircleShowing,-0.1772743,-1.167472
4.643155,0,State_CircleShowing,-0.1772743,-1.167472
4.65985,0,State_CircleShowing,-0.1688418,-1.125742
4.676268,0,State_CircleShowing,-0.1688418,-1.125742
4.692836,0,State_CircleShowing,-0.1688418,-1.125742
4.709719,0,State_CircleShowing,-0.1686541,-1.074652
4.725968,0,State_CircleShowing,-0.1686541,-1.074652
4.742645,0,State_CircleShowing,-0.1686541,-1.074652
4.759619,0,State_CircleShowing,-0.1658432,-0.9372882
4.775668,0,State_CircleShowing,-0.1658432,-0.9372882
4.792493,0,State_CircleShowing,-0.1658432,-0.9372882
4.808802,0,State_CircleShowing,-0.1645317,-0.8182905
4.825409,0,State_CircleShowing,-0.1645317,-0.8182905
4.841935,0,State_CircleShowing,-0.1645317,-0.8182905
4.858502,0,State_CircleShowing,-0.1649058,-0.6174516
4.875069,0,State_CircleShowing,-0.1649058,-0.6174516
4.892225,0,State_CircleShowing,-0.1649058,-0.6174516
4.908215,0,State_CircleShowing,-0.1658432,-0.4887432
4.925143,0,State_CircleShowing,-0.1658432,-0.4887432
4.942099,0,State_CircleShowing,-0.1658432,-0.4887432
4.958057,0,State_CircleShowing,-0.2070653,-0.2837524
4.974469,0,State_CircleShowing,-0.2070653,-0.2837524
4.991035,0,State_CircleShowing,-0.2070653,-0.2837524
5.007603,0,State_CircleShowing,-0.3264198,-0.1719322
5.024349,0,State_CircleShowing,-0.3264198,-0.1719322
5.040853,0,State_CircleShowing,-0.3264198,-0.1719322
5.057791,0,State_CircleShowing,-0.6998476,-0.09156845
5.073869,0,State_CircleShowing,-0.6998476,-0.09156845
5.090699,0,State_CircleShowing,-0.6998476,-0.09156845
5.107659,0,State_CircleShowing,-1.067654,-0.08868353
5.123667,0,State_CircleShowing,-1.067654,-0.08868353
5.140695,0,State_CircleShowing,-1.067654,-0.08868353
5.156715,0,State_CircleShowing,-1.842615,-0.09375031
5.173524,0,State_CircleShowing,-1.842615,-0.09375031
5.189848,0,State_CircleShowing,-1.842615,-0.09375031
5.206617,0,State_CircleShowing,-2.290242,-0.1042354
5.223737,0,State_CircleShowing,-2.290242,-0.1042354
5.239691,0,State_CircleShowing,-2.290242,-0.1042354
5.256413,0,State_CircleShowing,-2.725877,-0.1250656
5.273334,0,State_CircleShowing,-2.725877,-0.1250656
5.289294,0,State_CircleShowing,-2.725877,-0.1250656
5.305819,0,State_CircleShowing,-2.752858,-0.1477956
5.32241,0,State_CircleShowing,-2.752858,-0.1477956
5.339192,0,State_CircleShowing,-2.752858,-0.1477956
5.355536,0,State_CircleShowing,-2.75267,-0.2137332
5.372095,0,State_CircleShowing,-2.75267,-0.2137332
5.389219,0,State_CircleShowing,-2.75267,-0.2137332
5.405215,0,State_CircleShowing,-2.75267,-0.2960672
5.421983,0,State_CircleShowing,-2.75267,-0.2960672
5.438941,0,State_CircleShowing,-2.75267,-0.2960672
5.45516,0,State_CircleShowing,-2.75267,-0.4589764
5.471547,0,State_CircleShowing,-2.75267,-0.4589764
5.488848,0,State_CircleShowing,-2.75267,-0.4589764
5.504694,0,State_CircleShowing,-2.75267,-0.5766364
5.52117,0,State_CircleShowing,-2.75267,-0.5766364
5.537736,0,State_CircleShowing,-2.75267,-0.5766364
5.554304,0,State_CircleShowing,-2.75267,-0.7952793
5.57087,0,State_CircleShowing,-2.75267,-0.7952793
5.587443,0,State_CircleShowing,-2.75267,-0.7952793
5.604063,0,State_CircleShowing,-2.75267,-0.9566402
5.62102,0,State_CircleShowing,-2.75267,-0.9566402
5.6376,0,State_CircleShowing,-2.75267,-0.9566402
5.653703,0,State_CircleShowing,-2.75267,-1.196887
5.670507,0,State_CircleShowing,-2.75267,-1.196887
5.686834,0,State_CircleShowing,-2.75267,-1.196887
5.703418,0,State_CircleShowing,-2.751733,-1.343611
5.720384,0,State_CircleShowing,-2.751733,-1.343611
5.736535,0,State_CircleShowing,-2.751733,-1.343611
5.753284,0,State_CircleShowing,-2.744802,-1.544872
5.770278,0,State_CircleShowing,-2.744802,-1.544872
5.786251,0,State_CircleShowing,-2.744802,-1.544872
5.802819,0,State_CircleShowing,-2.738806,-1.64881
5.819615,0,State_CircleShowing,-2.738806,-1.64881
5.835937,0,State_CircleShowing,-2.738806,-1.64881
5.852525,0,State_CircleShowing,-2.717445,-1.798137
5.869483,0,State_CircleShowing,-2.717445,-1.798137
5.885635,0,State_CircleShowing,-2.717445,-1.798137
5.902393,0,State_CircleShowing,-2.680907,-1.885679
5.918768,0,State_CircleShowing,-2.680907,-1.885679
5.935336,0,State_CircleShowing,-2.680907,-1.885679
5.95226,0,State_CircleShowing,-2.598653,-1.990039
5.968469,0,State_CircleShowing,-2.598653,-1.990039
5.985169,0,State_CircleShowing,-2.598653,-1.990039
6.002126,0,State_CircleShowing,-2.521082,-2.048447
6.018168,0,State_CircleShowing,-2.521082,-2.048447
6.035038,0,State_CircleShowing,-2.521082,-2.048447
6.051302,0,State_CircleShowing,-2.521082,-2.048447
6.068002,0,State_CircleShowing,-2.38018,-2.10214
6.084443,0,State_CircleShowing,-2.38018,-2.10214
6.101038,0,State_CircleShowing,-2.260637,-2.117129
6.117846,0,State_CircleShowing,-2.260637,-2.117129
6.13951,0,State_CircleShowing,-2.260637,-2.117129
6.158904,0,State_CircleShowing,-2.107931,-2.116988
6.175474,0,State_CircleShowing,-2.107931,-2.116988
6.192602,0,State_CircleShowing,-1.997196,-2.116214
6.208607,0,State_CircleShowing,-1.997196,-2.116214
6.225173,0,State_CircleShowing,-1.997196,-2.116214
6.24174,0,State_CircleShowing,-1.997196,-2.116214
6.258421,0,State_CircleShowing,-1.724572,-2.108614
6.274873,0,State_CircleShowing,-1.724572,-2.108614
6.29144,0,State_CircleShowing,-1.460382,-2.088981
6.308291,0,State_CircleShowing,-1.460382,-2.088981
6.324573,0,State_CircleShowing,-1.460382,-2.088981
6.34114,0,State_CircleShowing,-1.460382,-2.088981
6.358236,0,State_CircleShowing,-1.029618,-2.032895
6.374273,0,State_CircleShowing,-1.029618,-2.032895
6.391062,0,State_CircleShowing,-1.029618,-2.032895
6.407406,0,State_CircleShowing,-0.76299,-1.97519
6.423978,0,State_CircleShowing,-0.76299,-1.97519
6.440928,0,State_CircleShowing,-0.76299,-1.97519
6.457119,0,State_CircleShowing,-0.4255382,-1.854926
6.473843,0,State_CircleShowing,-0.4255382,-1.854926
6.490239,0,State_CircleShowing,-0.4255382,-1.854926
6.506806,0,State_CircleShowing,-0.3050584,-1.733747
6.523713,0,State_CircleShowing,-0.3050584,-1.733747
6.539939,0,State_CircleShowing,-0.3050584,-1.733747
6.556623,0,State_CircleShowing,-0.3050584,-1.559509
6.57335,0,State_CircleShowing,-0.3050584,-1.559509
6.589649,0,State_CircleShowing,-0.3050584,-1.559509
6.606501,0,State_CircleShowing,-0.3052462,-1.4251
6.623446,0,State_CircleShowing,-0.3052462,-1.4251
6.639404,0,State_CircleShowing,-0.3052462,-1.4251
6.656351,0,State_CircleShowing,-0.305808,-1.252972
6.673398,0,State_CircleShowing,-0.305808,-1.252972
6.689435,0,State_CircleShowing,-0.305808,-1.252972
6.706292,0,State_CircleShowing,-0.305808,-1.252972
6.723073,0,State_CircleShowing,-0.3063699,-1.082745
6.739012,0,State_CircleShowing,-0.3063699,-1.082745
6.75579,0,State_CircleShowing,-0.3065577,-0.9933035
6.772162,0,State_CircleShowing,-0.3065577,-0.9933035
6.788756,0,State_CircleShowing,-0.3065577,-0.9933035
6.805557,0,State_CircleShowing,-0.3065577,-0.9933035
6.82186,0,State_CircleShowing,-0.3067455,-0.921595
6.838529,0,State_CircleShowing,-0.3067455,-0.921595
6.855014,0,State_CircleShowing,-0.3067455,-0.9033693
6.872423,0,State_CircleShowing,-0.3067455,-0.9033693
6.893481,0,State_CircleShowing,-0.3067455,-0.9033693
6.910054,0,State_CircleShowing,-0.3067455,-0.9033693
6.926637,0,State_CircleShowing,-0.3065577,-0.9037211
6.943185,0,State_CircleShowing,-0.3065577,-0.9037211
6.959853,0,State_CircleShowing,-0.3065577,-0.9037916
6.977151,0,State_CircleShowing,-0.3065577,-0.9037916
6.993718,0,State_CircleShowing,-0.3065577,-0.9037916
7.010293,0,State_CircleShowing,-0.3065577,-0.9037916
7.029876,0,State_CircleShowing,-0.3065577,-0.9037211
7.04662,0,State_CircleShowing,-0.3065577,-0.9037211
7.063575,0,State_CircleShowing,-0.3065577,-0.9037211
7.079578,0,State_CircleShowing,-0.3065577,-0.9037211
7.096146,0,State_CircleShowing,-0.3065577,-0.9037211
7.113395,0,State_CircleShowing,-0.3065577,-0.9037211
7.129337,0,State_CircleShowing,-0.3065577,-0.9037211
7.145854,0,State_CircleShowing,-0.3065577,-0.9037211
7.162412,0,State_CircleShowing,-0.3065577,-0.9037211
7.178979,0,State_CircleShowing,-0.3065577,-0.9037211
7.195545,0,State_CircleShowing,-0.3065577,-0.9037211
7.212648,0,State_CircleShowing,-0.3063699,-0.9037916
7.228679,0,State_CircleShowing,-0.3063699,-0.9037916
7.245245,0,State_CircleShowing,-0.3063699,-0.9037916
7.261813,0,State_CircleShowing,-0.3063699,-0.9037211
7.278515,0,State_CircleShowing,-0.3063699,-0.9037211
7.294946,0,State_CircleShowing,-0.3063699,-0.9037211
7.311512,0,State_CircleShowing,-0.3065577,-0.9037211
7.328089,0,State_CircleShowing,-0.3065577,-0.9037211
7.344976,0,State_CircleShowing,-0.3065577,-0.9037211
7.361212,0,State_CircleShowing,-0.3065577,-0.9037211
7.377886,0,State_CircleShowing,-0.3065577,-0.9037211
7.394345,0,State_CircleShowing,-0.3065577,-0.9037211
7.411306,0,State_CircleShowing,-0.3065577,-0.9037211
7.427479,0,State_CircleShowing,-0.3065577,-0.9040726
7.444046,0,State_CircleShowing,-0.3065577,-0.9040726
7.461187,0,State_CircleShowing,-0.3065577,-0.9040027
7.47718,0,State_CircleShowing,-0.3065577,-0.9040027
7.494086,0,State_CircleShowing,-0.3065577,-0.9040027
7.510562,0,State_CircleShowing,-0.3065577,-0.9040027
7.526879,0,State_CircleShowing,-0.3065577,-0.9040027
7.54351,0,State_CircleShowing,-0.3065577,-0.9040027
7.560428,0,State_CircleShowing,-0.3065577,-0.9040726
7.57658,0,State_CircleShowing,-0.3065577,-0.9040726
7.593147,0,State_CircleShowing,-0.3065577,-0.9040726
7.609713,0,State_CircleShowing,-0.3065577,-0.9040726
7.62628,0,State_CircleShowing,-0.3065577,-0.9040027
7.643199,0,State_CircleShowing,-0.3065577,-0.9040027
7.659413,0,State_CircleShowing,-0.3065577,-0.9040726
7.676102,0,State_CircleShowing,-0.3065577,-0.9040726
7.692549,0,State_CircleShowing,-0.3065577,-0.9040726
7.709115,0,State_CircleShowing,-0.3065577,-0.9040726
7.725989,0,State_CircleShowing,-0.3065577,-0.9040027
7.742252,0,State_CircleShowing,-0.3065577,-0.9040027
7.758891,0,State_CircleShowing,-0.3065577,-0.9040027
7.775838,0,State_CircleShowing,-0.3065577,-0.9040027
7.791947,0,State_CircleShowing,-0.3065577,-0.9040027
7.808755,0,State_CircleShowing,-0.3065577,-0.9040027
7.825081,0,State_CircleShowing,-0.3065577,-0.9040726
7.841661,0,State_CircleShowing,-0.3065577,-0.9040726
7.858213,0,State_CircleShowing,-0.3065577,-0.9040027
7.875571,0,State_CircleShowing,-0.3065577,-0.9040027
7.89153,0,State_CircleShowing,-0.3065577,-0.9040027
7.907913,0,State_CircleShowing,-0.3065577,-0.9040027
7.92448,0,State_CircleShowing,-0.3065577,-0.9040726
7.941046,0,State_CircleShowing,-0.3065577,-0.9040726
7.957613,0,State_CircleShowing,-0.3065577,-0.9040726
7.974306,0,State_CircleShowing,-0.3065577,-0.9040726
7.991263,0,State_CircleShowing,-0.3065577,-0.9040726
8.007314,0,State_CircleShowing,-0.3065577,-0.9040726
8.024178,0,State_CircleShowing,-0.3065577,-0.9040027
8.040446,0,State_CircleShowing,-0.3065577,-0.9040027
8.057014,0,State_CircleShowing,-0.3065577,-0.9040726
8.074045,0,State_CircleShowing,-0.3065577,-0.9040726
8.090146,0,State_CircleShowing,-0.3065577,-0.9040726
8.106716,0,State_CircleShowing,-0.3065577,-0.9040726
8.123907,0,State_CircleShowing,-0.3065577,-0.9040027
8.139868,0,State_CircleShowing,-0.3065577,-0.9040027
8.157322,0,State_CircleShowing,-0.3065577,-0.9040726
8.173281,0,State_CircleShowing,-0.3065577,-0.9040726
8.189547,0,State_CircleShowing,-0.3065577,-0.9040726
8.206196,0,State_CircleShowing,-0.3065577,-0.9040726
8.223148,0,State_CircleShowing,-0.3065577,-0.9040027
8.239245,0,State_CircleShowing,-0.3065577,-0.9040027
8.256065,0,State_CircleShowing,-0.3065577,-0.9040027
